            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2484052.500000000, A.D. 2089-Jan-01 00:00:00.0000,  2.743475335945010E+09, -1.100385656058028E+09, -5.206753046537469E+08,  2.710593840778607E+00,  5.426686320068209E+00,  2.338561751592857E+00,
2484417.500000000, A.D. 2090-Jan-01 00:00:00.0000,  2.822186245713064E+09, -9.267006674508132E+08, -4.457196188634757E+08,  2.279671117554715E+00,  5.583669583864665E+00,  2.413336762085347E+00,
2484782.500000000, A.D. 2091-Jan-01 00:00:00.0000,  2.887141003378227E+09, -7.484984150390025E+08, -3.685912498069354E+08,  1.838504911151205E+00,  5.713124263273476E+00,  2.476162594118592E+00,
2485147.500000000, A.D. 2092-Jan-01 00:00:00.0000,  2.938044705898140E+09, -5.666545977351688E+08, -2.896695443121685E+08,  1.388861299463706E+00,  5.814583744054198E+00,  2.526913156950457E+00,
2485513.500000000, A.D. 2093-Jan-01 00:00:00.0000,  2.974740936981166E+09, -3.815488603533121E+08, -2.091185673978058E+08,  9.311991863648517E-01,  5.887888488512276E+00,  2.565518302654274E+00,
2485878.500000000, A.D. 2094-Jan-01 00:00:00.0000,  2.996851240008298E+09, -1.950923440957406E+08, -1.277699923095828E+08,  4.703029598216280E-01,  5.932332709896605E+00,  2.591558056056428E+00,
2486243.500000000, A.D. 2095-Jan-01 00:00:00.0000,  3.004380598576576E+09, -7.687267375334395E+06, -4.580007726148078E+07,  6.768844541943634E-03,  5.947967728579796E+00,  2.605097050576184E+00,
2486608.500000000, A.D. 2096-Jan-01 00:00:00.0000,  2.997277309562922E+09,  1.797553164923694E+08,  3.639290419472023E+07, -4.574456428692846E-01,  5.934644275381585E+00,  2.605908935780673E+00,
2486974.500000000, A.D. 2097-Jan-01 00:00:00.0000,  2.975470990659276E+09,  3.668291758884764E+08,  1.186320665176527E+08, -9.214525163199310E-01,  5.892122715852913E+00,  2.593702113215549E+00,
2487339.500000000, A.D. 2098-Jan-01 00:00:00.0000,  2.939150304336621E+09,  5.515940947776260E+08,  2.000649519589002E+08, -1.381250420479624E+00,  5.820681724029139E+00,  2.568871823345424E+00,
2487704.500000000, A.D. 2099-Jan-01 00:00:00.0000,  2.888406258429346E+09,  7.336497137278605E+08,  2.805149361112647E+08, -1.835986818329089E+00,  5.720404585219307E+00,  2.531215702847006E+00,
2488069.500000000, A.D. 2100-Jan-01 00:00:00.0000,  2.823431911643632E+09,  9.120885633171425E+08,  3.595818380469261E+08, -2.283571357142212E+00,  5.591479461125003E+00,  2.480857695589309E+00,
$$EOE
**************************************************************************************************************************************************************************************************
Coordinate system description:

  NOTE:
   The ICRF is quasar-based; the EME description below is given as a dynamical
   explanation of the previous system to which the ICRF was closely aligned.

  ICRF ("Earth Mean Equator and Equinox of Reference Epoch")

    Reference epoch: J2000.0
    XY-plane: plane of the Earth's mean equator at the reference epoch
    X-axis  : out along ascending node of instantaneous plane of the Earth's
              orbit and the Earth's mean equator at the reference epoch
    Z-axis  : along the Earth mean north pole at the reference epoch

  Symbol meaning:

    JDTDB    Julian Day Number, Barycentric Dynamical Time
      X      X-component of position vector (km)                               
      Y      Y-component of position vector (km)                               
      Z      Z-component of position vector (km)                               
      VX     X-component of velocity vector (km/sec)                           
      VY     Y-component of velocity vector (km/sec)                           
      VZ     Z-component of velocity vector (km/sec)                           

Geometric states/elements have no aberrations applied.

 Computations by ...
     Solar System Dynamics Group, Horizons On-Line Ephemeris System
     4800 Oak Grove Drive, Jet Propulsion Laboratory
     Pasadena, CA  91109   USA
     Information: http://ssd.jpl.nasa.gov/
     Connect    : telnet://ssd.jpl.nasa.gov:6775  (via browser)
                  http://ssd.jpl.nasa.gov/?horizons
                  telnet ssd.jpl.nasa.gov 6775    (via command-line)
     Author     : Jon.D.Giorgini@jpl.nasa.gov
*******************************************************************************
